Name,Age,Sex,Size,Color,Characteristics,Coat Length,House Trained,Health,State,Email,Phone,Profile
Nibbles - Hurricane,Adult,Male,Medium,Black,FIV positive,,,"Vaccinations up to date, special needs.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/nibbles-hurricane-73627965/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Moo - Hurricane,Adult,Male,Medium,White,,,,Vaccinations up to date.,"Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/moo-hurricane-73627968/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Zoey,Young,Female,Small,Brown / Chocolate,Bonded,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/zoey-73627966/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Jax - Hurricane,Kitten,Male,Small,Black,,,,Vaccinations up to date.,"Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/jax-hurricane-73589902/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Kiri - Hurricane,Kitten,Female,Small,Gray / Blue / Silver,,,,Vaccinations up to date.,"Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/kiri-hurricane-73589885/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Louie - Hurricane,Adult,Male,Medium,Orange / Red,FIV positive,,,"Vaccinations up to date, spayed / neutered, special needs.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/louie-hurricane-73534369/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Elephant,Young,Female,Small,Black,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/elephant-73427882/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Hippo,Young,Female,Medium,Black,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/hippo-73427883/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Ed,Kitten,Male,Small,Lilac Point,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/ed-73408625/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Travis,Kitten,Male,Small,Black,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/travis-73408611/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Velvet - Hurricane,Kitten,Female,Small,Black,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/velvet-hurricane-73408606/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Sockie,Young,Female,Small,Black,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/sockie-73408613/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Nenana,Adult,Female,Medium,Tortoiseshell,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/nenana-73322362/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Jane,Kitten,Female,Small,Black,,,,Vaccinations up to date.,"Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/jane-73249155/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Gracie,Kitten,Female,Small,Black,,,,Vaccinations up to date.,"Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/gracie-73249157/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Bandit,Kitten,Male,Small,Black,,,,Vaccinations up to date.,"Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/bandit-73249154/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Winnie,Kitten,Female,Small,Black,,,,Vaccinations up to date.,"Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/winnie-73249153/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Amy Poehler,Adult,Female,Large,Calico,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/amy-poehler-73221296/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Tina Fey,Adult,Female,Large,Black,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/tina-fey-73221297/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Melvin,Young,Male,Small,White,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/melvin-73081214/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Luigi,Young,Male,Small,Gray / Blue / Silver,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/luigi-73057756/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Scarlett,Young,Female,Small,Black,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/scarlett-73057777/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Eggnog,Young,Male,Medium,Brown / Chocolate,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/eggnog-73057753/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Jack Sparrow,Kitten,Male,Small,Gray / Blue / Silver,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/jack-sparrow-72948617/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Little Fancy,Kitten,Female,Small,Calico,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/little-fancy-72948629/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Casper,Kitten,Male,Small,White,,,,Vaccinations up to date.,"Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/casper-72784476/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Couscous,Young,Female,Small,Brown / Chocolate,Bonded,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/couscous-72784477/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Hummus,Young,Male,Small,Brown / Chocolate,Bonded,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/hummus-72784473/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Darcy,Adult,Female,Medium,Black,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/darcy-72762726/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Evermore,Adult,Female,Medium,Brown / Chocolate,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/evermore-72696590/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Reputation,Adult,Male,Large,Brown / Chocolate,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/reputation-72696588/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Godi - Afghanistan,Adult,Male,Medium,Orange / Red,Bonded,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/godi-afghanistan-72692088/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Garry - Afghanistan,Adult,Male,Medium,Gray / Blue / Silver,Bonded,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/garry-afghanistan-72692089/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Penelope,Kitten,Female,Medium,Brown / Chocolate,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/penelope-72666772/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Colin,Kitten,Male,Medium,Brown / Chocolate,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/colin-72666773/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Gatsby,Adult,Male,Small,Gray / Blue / Silver,FIV positive,,,"Vaccinations up to date, spayed / neutered, special needs.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/gatsby-72666774/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Ann Savoy,Adult,Female,Medium,Black,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/ann-savoy-72615336/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Joey,Young,Male,Small,Black,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/joey-72502410/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Will,Young,Male,Small,Black,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/will-72502408/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Cookie,Young,Female,Medium,Black,Bonded,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/cookie-72480606/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Cream,Young,Female,Medium,Black,Bonded,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/cream-72480609/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Parker,Young,Male,Medium,Gray / Blue / Silver,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/parker-72365430/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Shai,Young,Male,Medium,Gray / Blue / Silver,,,,Vaccinations up to date.,"Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/shai-72318888/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Yogi,Young,Male,Medium,Gray / Blue / Silver,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/yogi-72318889/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Jules,Young,Male,Small,Gray / Blue / Silver,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/jules-72309273/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Sweet - Afghanistan,Adult,Male,Medium,Orange / Red,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/sweet-afghanistan-72279012/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Mr. Bubbles,Adult,Male,Large,Brown / Chocolate,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/mr-bubbles-72268835/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Swan,Adult,Female,Medium,White,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/swan-72098690/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Elmer,Adult,Male,Small,Brown / Chocolate,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/elmer-72045336/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Felly,Adult,Male,Large,Brown / Chocolate,FIV positive,,,"Vaccinations up to date, spayed / neutered, special needs.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/felly-71943062/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Tree Kitten - Afghanistan,Adult,Female,Large,Brown / Chocolate,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/tree-kitten-afghanistan-71911622/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Abbey - Afghanistan,Adult,Male,Medium,White,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/abbey-afghanistan-71863848/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Shiro - Afghanistan,Adult,Male,Large,Orange / Red,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/shiro-afghanistan-71863846/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Speckles,Adult,Female,Medium,Black,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/speckles-71758901/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Benny,Young,Male,Medium,Orange / Red,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/benny-71658145/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Bluie - Afghanistan,Adult,Female,Small,Black,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/bluie-afghanistan-71416084/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Quickie,Young,Male,Medium,Black,Bonded,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/quickie-71198747/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Tarua,Adult,Male,Medium,Orange / Red,Bonded,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/tarua-71198160/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Betty White,Senior,Female,Medium,Black,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/betty-white-71126065/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Oscar - Saudi Arabia,Adult,Male,Small,Black,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/oscar-saudi-arabia-70982187/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Finore,Adult,Male,Medium,White,FIV positive,,,"Vaccinations up to date, spayed / neutered, special needs.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/finore-70931152/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Naomi,Adult,Female,Small,Gray / Blue / Silver,Bonded,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/naomi-70716123/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Neva,Adult,Female,Medium,Gray / Blue / Silver,Bonded,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/neva-70716122/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Sage,Adult,Male,Large,Gray / Blue / Silver,Bonded,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/sage-70457315/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Patrick,Senior,Male,Medium,Buff / Tan / Fawn,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/patrick-70457314/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Tank,Adult,Male,Medium,Brown / Chocolate,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/tank-70173815/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Piglet,Adult,Male,Large,Gray / Blue / Silver,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/piglet-70173814/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Mina,Adult,Female,Medium,Brown / Chocolate,Bonded,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/mina-69937527/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Saiya,Adult,Female,Medium,Calico,Bonded,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/saiya-69937528/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Max - Polydactyl,Senior,Male,Large,Brown / Chocolate,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/max-polydactyl-69892560/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Boots,Senior,Male,Large,Orange / Red,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/boots-69626131/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Maisie,Senior,Female,Small,Calico,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/maisie-68996169/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Elliot Stabler,Adult,Female,Medium,Orange / Red,Bonded,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/elliot-stabler-68792624/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Olivia Benson,Adult,Female,Medium,Orange / Red,Bonded,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/olivia-benson-68792623/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Bernard,Senior,Male,Small,White,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/bernard-65739356/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Garfield,Adult,Male,Medium,Orange / Red,FIV positive,,,"Vaccinations up to date, spayed / neutered, special needs.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/garfield-65669674/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Buttercup,Adult,Female,Small,Tortoiseshell,Bonded,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/buttercup-65537063/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Missy,Adult,Female,Medium,Tortoiseshell,FIV positive,,,"Vaccinations up to date, spayed / neutered, special needs.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/missy-65537064/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Priscilla,Senior,Female,Large,Gray / Blue / Silver,FIV positive,,,"Vaccinations up to date, spayed / neutered, special needs.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/priscilla-59972798/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Fudge,Adult,Female,Medium,Black,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/fudge-59127984/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Mere,Senior,Female,Small,Gray / Blue / Silver,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/mere-57628397/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Austin,Adult,Male,Medium,White,,,,"Vaccinations up to date, spayed / neutered.","Fairfax Station, VA",,+17039696859,https://www.petfinder.com/cat/austin-57628360/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/
Theo #6779,Adult,Male,Medium,,"Friendly, Affectionate, Playful, Gentle",,Yes,"Vaccinations up to date, spayed / neutered, special needs.","Waldorf, MD",dogs@lastchanceanimalrescue.org,+17039696859,https://www.petfinder.com/cat/theo-6779-69238271/md/waldorf/last-chance-animal-rescue-md105/
Lizzy #7788,Adult,Female,Medium,,,,Yes,"Vaccinations up to date, spayed / neutered.","Waldorf, MD",,+17039696859,https://www.petfinder.com/cat/lizzy-7788-65164899/md/waldorf/last-chance-animal-rescue-md105/
Wednesday Addams,Kitten,Female,Medium,Black,,,Yes,"Vaccinations up to date, spayed / neutered.","Reston, VA",,+17039696859,https://www.petfinder.com/cat/wednesday-addams-73809596/va/reston/little-buddies-adoption-and-humane-society-va232/
Count Dracula,Kitten,Male,Medium,Black,,,Yes,"Vaccinations up to date, spayed / neutered.","Reston, VA",,+17039696859,https://www.petfinder.com/cat/count-dracula-73809594/va/reston/little-buddies-adoption-and-humane-society-va232/
Buffy the Vampire Slayer,Kitten,Female,Medium,Black,,,Yes,"Vaccinations up to date, spayed / neutered.","Reston, VA",,+17039696859,https://www.petfinder.com/cat/buffy-the-vampire-slayer-73809595/va/reston/little-buddies-adoption-and-humane-society-va232/
George Weasley,Kitten,Male,Medium,Orange / Red,,,Yes,"Vaccinations up to date, spayed / neutered.","Reston, VA",,+17039696859,https://www.petfinder.com/cat/george-weasley-73762125/va/reston/little-buddies-adoption-and-humane-society-va232/
Princess Leia,Kitten,Female,Medium,,,,Yes,"Vaccinations up to date, spayed / neutered.","Reston, VA",,+17039696859,https://www.petfinder.com/cat/princess-leia-73752483/va/reston/little-buddies-adoption-and-humane-society-va232/
Peter,Kitten,Male,Medium,Gray & White,,,Yes,"Vaccinations up to date, spayed / neutered.","Reston, VA",,+17039696859,https://www.petfinder.com/cat/peter-73749653/va/reston/little-buddies-adoption-and-humane-society-va232/
Sophie,Young,Female,Medium,Gray / Blue / Silver,,,Yes,"Vaccinations up to date, spayed / neutered.","Reston, VA",,+17039696859,https://www.petfinder.com/cat/sophie-73749654/va/reston/little-buddies-adoption-and-humane-society-va232/
Dash,Young,Male,Medium,Gray & White,,,Yes,"Vaccinations up to date, spayed / neutered.","Reston, VA",,+17039696859,https://www.petfinder.com/cat/dash-73749628/va/reston/little-buddies-adoption-and-humane-society-va232/
Janice Joplin,Kitten,Female,Medium,,,,Yes,"Vaccinations up to date, spayed / neutered.","Reston, VA",,+17039696859,https://www.petfinder.com/cat/janice-joplin-73749631/va/reston/little-buddies-adoption-and-humane-society-va232/
Pumpkin Spice,Kitten,Male,Medium,Orange / Red,,,Yes,"Vaccinations up to date, spayed / neutered.","Reston, VA",,+17039696859,https://www.petfinder.com/cat/pumpkin-spice-73749616/va/reston/little-buddies-adoption-and-humane-society-va232/
Raiderette,Kitten,Female,Medium,,,,Yes,"Vaccinations up to date, spayed / neutered.","Reston, VA",,+17039696859,https://www.petfinder.com/cat/raiderette-73749563/va/reston/little-buddies-adoption-and-humane-society-va232/
Taloo,Young,Male,Medium,,,,Yes,"Vaccinations up to date, spayed / neutered.","Reston, VA",,+17039696859,https://www.petfinder.com/cat/taloo-73749617/va/reston/little-buddies-adoption-and-humane-society-va232/
Velma,Kitten,Female,Medium,Black & White / Tuxedo,,,Yes,"Vaccinations up to date, spayed / neutered.","Reston, VA",,+17039696859,https://www.petfinder.com/cat/velma-73749614/va/reston/little-buddies-adoption-and-humane-society-va232/
Tiki (Hemingway Polydactyl),Kitten,Female,Medium,Gray / Blue / Silver,,,Yes,"Vaccinations up to date, spayed / neutered.","Reston, VA",,+17039696859,https://www.petfinder.com/cat/tiki-hemingway-polydactyl-73749560/va/reston/little-buddies-adoption-and-humane-society-va232/
Salem,Kitten,Male,Medium,Black & White / Tuxedo,,,Yes,"Vaccinations up to date, spayed / neutered.","Reston, VA",,+17039696859,https://www.petfinder.com/cat/salem-73749620/va/reston/little-buddies-adoption-and-humane-society-va232/
Hermes,Kitten,Male,Medium,Gray & White,,,Yes,"Vaccinations up to date, spayed / neutered.","Reston, VA",,+17039696859,https://www.petfinder.com/cat/hermes-73749622/va/reston/little-buddies-adoption-and-humane-society-va232/
Stella,Kitten,Female,Medium,Black,,,Yes,"Vaccinations up to date, spayed / neutered.","Reston, VA",,+17039696859,https://www.petfinder.com/cat/stella-73749619/va/reston/little-buddies-adoption-and-humane-society-va232/
Sadie,Young,Female,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Reston, VA",,+17039696859,https://www.petfinder.com/cat/sadie-73749551/va/reston/little-buddies-adoption-and-humane-society-va232/
Sabrina,Kitten,Female,Medium,,,,Yes,"Vaccinations up to date, spayed / neutered.","Reston, VA",,+17039696859,https://www.petfinder.com/cat/sabrina-73749535/va/reston/little-buddies-adoption-and-humane-society-va232/
Fez,Young,Male,Medium,,,,Yes,"Vaccinations up to date, spayed / neutered.","Reston, VA",,+17039696859,https://www.petfinder.com/cat/fez-73252312/va/reston/little-buddies-adoption-and-humane-society-va232/
Gigi-So Sweet & Demure,Adult,Female,Medium,Tabby (Brown / Chocolate),"Affectionate, Curious, Friendly, Gentle, Funny, Smart, Loves Cuddles, Purr Machine",,Yes,"Vaccinations up to date, spayed / neutered.","Laurel, MD",barbara@laurelcats.org,+17039696859,https://www.petfinder.com/cat/gigi-so-sweet-demure-73792006/md/laurel/laurel-cats-md454/
Boston-Handsome Tux,Adult,Male,Medium,Black & White / Tuxedo,"Affectionate, Couch, Friendly, Playful, Smart, Expert Biscuit Maker, Purr Machine",Short,Yes,"Vaccinations up to date, spayed / neutered.","Laurel, MD",barbara@laurelcats.org,+17039696859,https://www.petfinder.com/cat/boston-handsome-tux-73768441/md/laurel/laurel-cats-md454/
Velvet-Pretty Lady,Adult,Female,Medium,Gray / Blue / Silver,"Affectionate, Friendly, Gentle, Quiet",Short,Yes,"Vaccinations up to date, spayed / neutered.","Laurel, MD",barbara@laurelcats.org,+17039696859,https://www.petfinder.com/cat/velvet-pretty-lady-73768404/md/laurel/laurel-cats-md454/
Apollo & Missy - Bonded Siblings Looking for a Quiet Home,Adult,Female,Medium,Black,"Affectionate, Curious, Playful, Quiet, Smart",Medium,Yes,"Vaccinations up to date, spayed / neutered.","Laurel, MD",barbara@laurelcats.org,+17039696859,https://www.petfinder.com/cat/apollo-missy-bonded-siblings-looking-for-a-quiet-home-73693857/md/laurel/laurel-cats-md454/
Sabrina-Beautifully Marked Calico,Adult,Female,Medium,Calico,"Affectionate, Curious, Friendly, Gentle, Smart",Short,Yes,"Vaccinations up to date, spayed / neutered.","Laurel, MD",barbara@laurelcats.org,+17039696859,https://www.petfinder.com/cat/sabrina-beautifully-marked-calico-73616732/md/laurel/laurel-cats-md454/
Mondo-The Best Office Worker You'll Ever Have!,Adult,Male,Medium,Tabby (Brown / Chocolate),"Affectionate, Curious, Friendly, Gentle, Funny",Short,Yes,"Vaccinations up to date, spayed / neutered.","Laurel, MD",barbara@laurelcats.org,+17039696859,https://www.petfinder.com/cat/mondo-the-best-office-worker-youll-ever-have-73616445/md/laurel/laurel-cats-md454/
Kip-Available 10/7/24,Young,Female,Medium,Black & White / Tuxedo,"Affectionate, Curious, Friendly, Playful, Smart",Short,Yes,"Vaccinations up to date, spayed / neutered.","Laurel, MD",barbara@laurelcats.org,+17039696859,https://www.petfinder.com/cat/kip-available-10-7-24-73322801/md/laurel/laurel-cats-md454/
Larry... Sweet & Sweeter,Adult,Male,Medium,Black & White / Tuxedo,"Affectionate, Athletic, Curious, Friendly, Funny, Loves, Playful, Easy Going",Short,Yes,"Vaccinations up to date, spayed / neutered, special needs.","Laurel, MD",adoptions@laurelcats.org,+17039696859,https://www.petfinder.com/cat/larry-sweet-sweeter-73274168/md/laurel/laurel-cats-md454/
Velcro... Very Affectionate & Talkative,Senior,Female,Medium,Tortoiseshell,"Affectionate, Funny, Loves, Friendly, Loves To Purr",Short,Yes,"Vaccinations up to date, spayed / neutered.","Laurel, MD",adoptions@laurelcats.org,+17039696859,https://www.petfinder.com/cat/velcro-very-affectionate-talkative-73273820/md/laurel/laurel-cats-md454/
Raven & Kumquat-Bonded Best Friends,Young,Female,Medium,Black,"Affectionate, Athletic, Funny, Playful, Protective, Smart",Short,Yes,"Vaccinations up to date, spayed / neutered.","Laurel, MD",barbara@laurelcats.org,+17039696859,https://www.petfinder.com/cat/raven-kumquat-bonded-best-friends-73228801/md/laurel/laurel-cats-md454/
